144552912,9.3498486,56.7408757,17.0527715677876
144552912,9.3501884,56.7406785,17.614840244389
144552912,9.3505485,56.7405445,18.08353563951
144552912,9.3508058,56.7404845,18.2794652530352
144552912,9.3510534,56.7404863,18.4229736146099
144552912,9.3514747,56.7405022,19.1248885940143
144552912,9.3521273,56.7405585,19.5905926656897
144552912,9.3524201,56.7405974,19.6217636955693
144552912,9.3525839,56.740629,19.6599309194984
144552912,9.3527255,56.7406626,19.4906695590218
144552912,9.3530759,56.7408002,19.2302682047961
144552912,9.353404,56.7409042,18.2332801889404
144552912,9.3537287,56.7409995,17.6008423536018
144552912,9.354179,56.7410594,17.6443793914607
144552912,9.354581,56.7411511,18.3974824566501
144552912,9.3547868,56.7412058,18.8645551315113
144552912,9.3551147,56.7412693,18.2477297711073
144552912,9.3553365,56.7412905,18.0201293139063
144552912,9.355581,56.7412975,18.322544090848
42991631,8.5856624,57.0106364,32.0776406065856
42991631,8.5851822,57.0099725,28.7124475240045
42991631,8.5834239,57.0089128,24.6677705239323
42991631,8.5831331,57.0085517,21.8182258426915
42991631,8.5825621,57.0078424,17.1420810538272
42991631,8.5825197,57.0077898,17.0386143661186
